criterio,modo,D_iter,D_iter_regra_alternativa,D_chunk,id_chunk_parada,n_inferencias,tokens_prompt_acum,tokens_total_acum,censurado_direita,censurado_limite_tokens,contexto_truncado,n_paginas_puladas,n_iter_conformes,n_iter_json_estrito,n_iter_formato_invalido,n_iter_max_tokens,similaridade_na_parada,n_paginas_enviadas,tempo_s,vram_pico_gb,modelo,retriever,pergunta_idx,pergunta,resposta_gabarito,arquivo_fonte,id_chunk_top1,similaridade_top1,S_bertscore_p,S_bertscore_r,S_bertscore_f1,id_chunk_gold,ids_chunk_gold_todos,parou_no_gold
json,incremental,1.0,1.0,1.0,421.0,1,1392,1452,False,False,False,0,1,1,0,0,0.7570656538009644,1,2.450488567352295,13.0289044380188,gpt-oss:20b,qwen3,1,"De acordo com o documento, qual é a definição de Estágio Optativo para acadêmicos de Medicina ou residentes?","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",POP.GEP.010 SOLICITAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.7570656538009644,0.9276940226554872,0.8041553497314453,0.8615184426307678,421.0,[421],True
json,fixo50,1.0,1.0,28.0,,1,30877,30943,False,False,False,0,1,1,0,0,,28,7.792149543762207,16.44344472885132,gpt-oss:20b,qwen3,1,"De acordo com o documento, qual é a definição de Estágio Optativo para acadêmicos de Medicina ou residentes?","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",POP.GEP.010 SOLICITAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.7570656538009644,0.9497324824333192,0.9045656323432922,0.9265989661216736,421.0,[421],False
regex,iterativo,1.0,1.0,1.0,431.0,1,1174,1498,False,False,False,0,0,0,0,0,0.8813539743423462,1,11.65722918510437,13.00350284576416,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.4018751084804535,0.5467618703842163,0.4632540941238403,431.0,[431],True
regex,incremental,1.0,1.0,1.0,431.0,1,1174,1498,False,False,False,0,0,0,0,0,0.8813539743423462,1,11.18269681930542,13.00350284576416,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.4018751084804535,0.5467618703842163,0.4632540941238403,431.0,[431],True
regex,fixo50,1.0,1.0,24.0,,1,28023,28079,False,False,False,0,0,0,0,0,,24,6.950655937194824,16.11352825164795,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.5708558559417725,0.7665194272994995,0.6543744206428528,431.0,[431],False
json,iterativo,1.0,1.0,1.0,431.0,1,1250,1617,False,False,False,0,1,1,0,0,0.8813539743423462,1,13.085493326187134,13.013051509857178,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.4200499057769775,0.5555437207221985,0.4783878922462463,431.0,[431],True
json,incremental,1.0,1.0,1.0,431.0,1,1250,1617,False,False,False,0,1,1,0,0,0.8813539743423462,1,12.610672950744627,13.013051509857178,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.4200499057769775,0.5555437207221985,0.4783878922462463,431.0,[431],True
json,fixo50,1.0,1.0,24.0,,1,28099,28158,False,False,False,0,1,1,0,0,,24,7.210344076156616,16.121536254882812,gpt-oss:20b,qwen3,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,431,0.8813539743423462,0.9106000661849976,0.8808123469352722,0.8954585790634155,431.0,[431],False
regex,iterativo,1.0,1.0,1.0,441.0,1,1449,1581,False,False,False,0,0,0,0,0,0.8384981155395508,1,5.31839394569397,13.034630298614502,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.5053720474243164,0.6878522634506226,0.5826587677001953,436.0,[436],False
regex,incremental,1.0,1.0,1.0,441.0,1,1449,1581,False,False,False,0,0,0,0,0,0.8384981155395508,1,4.854663610458374,13.034630298614502,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.5053720474243164,0.6878522634506226,0.5826587677001953,436.0,[436],False
regex,fixo50,1.0,1.0,23.0,,1,24812,24887,False,False,False,0,0,0,0,0,,23,6.955899000167847,15.739501953125,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.7401509284973145,0.8540043830871582,0.7930119633674622,436.0,[436],False
json,iterativo,1.0,1.0,1.0,441.0,1,1525,1641,False,False,False,0,1,1,0,0,0.8384981155395508,1,4.9236321449279785,13.043980598449709,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.6495369672775269,0.9292336702346802,0.7646095752716064,436.0,[436],False
json,incremental,1.0,1.0,1.0,441.0,1,1525,1641,False,False,False,0,1,1,0,0,0.8384981155395508,1,4.350455284118652,13.043980598449709,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.6495369672775269,0.9292336702346802,0.7646095752716064,436.0,[436],False
json,fixo50,1.0,1.0,23.0,,1,24888,25023,False,False,False,0,1,1,0,0,,23,8.859842538833618,15.749743938446043,gpt-oss:20b,qwen3,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8384981155395508,0.8882747888565063,0.9348623156547546,0.9109733700752258,436.0,[436],False
regex,iterativo,1.0,1.0,1.0,441.0,1,1444,1550,False,False,False,0,0,0,0,0,0.8426743149757385,1,3.99129056930542,13.036235809326172,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.8992357850074768,0.9361966848373412,0.9173440337181092,441.0,[441],True
regex,incremental,1.0,1.0,1.0,441.0,1,1444,1550,False,False,False,0,0,0,0,0,0.8426743149757385,1,3.985397338867188,13.036235809326172,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.8992357850074768,0.9361966848373412,0.9173440337181092,441.0,[441],True
regex,fixo50,1.0,1.0,24.0,,1,24402,24521,False,False,False,0,0,0,0,0,,24,8.254229307174683,15.693050861358644,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.8531786799430847,0.906506597995758,0.8790345788002014,441.0,[441],False
json,iterativo,1.0,1.0,1.0,441.0,1,1520,1629,False,False,False,0,1,1,0,0,0.8426743149757385,1,4.914882659912109,13.043767929077148,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.9788233637809752,0.9734247326850892,0.9761165976524352,441.0,[441],True
json,incremental,1.0,1.0,1.0,441.0,1,1520,1629,False,False,False,0,1,1,0,0,0.8426743149757385,1,4.097941875457764,13.043767929077148,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.9788233637809752,0.9734247326850892,0.9761165976524352,441.0,[441],True
json,fixo50,1.0,1.0,24.0,,1,24478,24581,False,False,False,0,1,1,0,0,,24,7.781414270401001,15.700873374938965,gpt-oss:20b,qwen3,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8426743149757385,0.9830446243286132,0.9840716123580932,0.9835578203201294,441.0,[441],False
regex,iterativo,1.0,1.0,1.0,520.0,1,652,725,False,False,False,0,0,0,0,0,0.8037154674530029,1,3.261848211288452,12.937740325927734,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.7509008646011353,0.9204756021499634,0.8270859122276306,520.0,[520],True
regex,incremental,1.0,1.0,1.0,520.0,1,652,725,False,False,False,0,0,0,0,0,0.8037154674530029,1,2.805239200592041,12.937740325927734,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.7509008646011353,0.9204756021499634,0.8270859122276306,520.0,[520],True
regex,fixo50,1.0,1.0,39.0,,1,25787,25852,False,False,False,0,0,0,0,0,,39,6.7927656173706055,15.852257251739502,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.7773008346557617,0.9143500924110411,0.840273916721344,520.0,[520],False
json,iterativo,1.0,1.0,1.0,520.0,1,728,799,False,False,False,0,1,1,0,0,0.8037154674530029,1,3.227231025695801,12.94596004486084,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.8533173203468323,0.9372540712356568,0.8933182954788208,520.0,[520],True
json,incremental,1.0,1.0,1.0,520.0,1,728,799,False,False,False,0,1,1,0,0,0.8037154674530029,1,2.7890353202819824,12.94596004486084,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.8533173203468323,0.9372540712356568,0.8933182954788208,520.0,[520],True
json,fixo50,1.0,1.0,39.0,,1,25863,25948,False,False,False,0,1,1,0,0,,39,7.446146965026855,15.862983226776125,gpt-oss:20b,qwen3,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.8037154674530029,0.8533173203468323,0.9372540712356568,0.8933182954788208,520.0,[520],False
regex,iterativo,1.0,1.0,1.0,535.0,1,1313,1576,False,False,False,0,0,0,0,0,0.7103601694107056,1,9.189964056015016,13.019892692565918,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.526311457157135,0.7358778119087219,0.6136971116065979,535.0,[535],True
regex,incremental,1.0,1.0,1.0,535.0,1,1313,1576,False,False,False,0,0,0,0,0,0.7103601694107056,1,9.17380714416504,13.019892692565918,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.526311457157135,0.7358778119087219,0.6136971116065979,535.0,[535],True
regex,fixo50,1.0,1.0,32.0,,1,28783,29084,False,False,False,0,0,0,0,0,,32,15.513789892196655,16.199777603149414,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.532448410987854,0.7444823980331421,0.6208613514900208,535.0,[535],False
json,iterativo,1.0,1.0,1.0,535.0,1,1389,1607,False,False,False,0,1,1,0,0,0.7103601694107056,1,8.151401042938232,13.029704093933104,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.6466829776763916,0.7994927763938904,0.7150145769119263,535.0,[535],True
json,incremental,1.0,1.0,1.0,535.0,1,1389,1607,False,False,False,0,1,1,0,0,0.7103601694107056,1,7.693740606307983,13.029704093933104,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.6466829776763916,0.7994927763938904,0.7150145769119263,535.0,[535],True
json,fixo50,1.0,1.0,32.0,,1,28859,29108,False,False,False,0,1,1,0,0,,32,13.801501274108888,16.20874547958374,gpt-oss:20b,qwen3,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.7103601694107056,0.604729950428009,0.7868562936782837,0.6838750243186951,535.0,[535],False
