criterio,modo,D_iter,D_iter_regra_alternativa,D_chunk,id_chunk_parada,n_inferencias,tokens_prompt_acum,tokens_total_acum,censurado_direita,censurado_limite_tokens,contexto_truncado,n_paginas_puladas,n_iter_conformes,n_iter_json_estrito,n_iter_formato_invalido,n_iter_max_tokens,similaridade_na_parada,n_paginas_enviadas,tempo_s,vram_pico_gb,modelo,retriever,pergunta_idx,pergunta,resposta_gabarito,arquivo_fonte,id_chunk_top1,similaridade_top1,S_bertscore_p,S_bertscore_r,S_bertscore_f1,id_chunk_gold,ids_chunk_gold_todos,parou_no_gold
json,incremental,1.0,1.0,1.0,421.0,1,1392,1452,False,False,False,0,1,1,0,0,0.893284797668457,1,4.263296365737915,13.0289044380188,gpt-oss:20b,e5small,1,"De acordo com o documento, qual é a definição de Estágio Optativo para acadêmicos de Medicina ou residentes?","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",POP.GEP.010 SOLICITAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.893284797668457,0.9276940226554872,0.8041553497314453,0.8615184426307678,421.0,[421],True
json,fixo50,1.0,1.0,35.0,,1,30921,30994,False,False,False,0,1,1,0,0,,35,10.456506490707396,16.44877529144287,gpt-oss:20b,e5small,1,"De acordo com o documento, qual é a definição de Estágio Optativo para acadêmicos de Medicina ou residentes?","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",POP.GEP.010 SOLICITAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.893284797668457,0.9327287077903748,0.8999979496002197,0.9160710573196412,421.0,[421],False
regex,iterativo,1.0,1.0,1.0,421.0,1,1323,1440,False,False,False,0,0,0,0,0,0.8953223824501038,1,7.922184228897095,13.020427703857422,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.5139672756195068,0.6280496120452881,0.5653102993965149,431.0,[431],False
regex,incremental,1.0,1.0,1.0,421.0,1,1323,1440,False,False,False,0,0,0,0,0,0.8953223824501038,1,7.74755072593689,13.020427703857422,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.5139672756195068,0.6280496120452881,0.5653102993965149,431.0,[431],False
regex,fixo50,1.0,1.0,33.0,,1,30821,31247,False,False,False,0,0,0,0,0,,33,31.20658278465271,16.437552452087402,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.3917330503463745,0.55240398645401,0.45839723944664,431.0,[431],False
json,iterativo,2.0,2.0,1.0,431.0,2,2649,2972,False,False,False,0,2,2,0,0,0.8914580345153809,1,22.60556697845459,13.031235218048096,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.4354490935802459,0.5258893966674805,0.4764150381088257,431.0,[431],True
json,incremental,2.0,2.0,2.0,431.0,2,3792,4026,False,False,False,0,2,2,0,0,0.8914580345153809,2,16.446991205215454,13.14250421524048,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.4468012452125549,0.5443838238716125,0.4907890260219574,431.0,[431],True
json,fixo50,1.0,1.0,33.0,,1,30897,30981,False,False,False,0,1,1,0,0,,33,10.89647340774536,16.44554328918457,gpt-oss:20b,e5small,2,"Quais são os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento?","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",POP.GEP.012 APROVAÇÃO E FORMALIZAÇÃO DE ESTÁGIOS OPTATIVOS.docx,421,0.8953223824501038,0.7861513495445251,0.8297711610794067,0.807372510433197,431.0,[431],False
regex,iterativo,1.0,1.0,1.0,441.0,1,1449,1595,False,False,False,0,0,0,0,0,0.8900150060653687,1,10.597779512405396,13.034630298614502,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.5831440687179565,0.8650050163269043,0.6966444849967957,436.0,[436],False
regex,incremental,1.0,1.0,1.0,441.0,1,1449,1595,False,False,False,0,0,0,0,0,0.8900150060653687,1,9.717544794082642,13.034630298614502,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.5831440687179565,0.8650050163269043,0.6966444849967957,436.0,[436],False
regex,fixo50,1.0,1.0,38.0,,1,28213,28373,False,False,False,0,0,0,0,0,,38,15.26246166229248,16.1340913772583,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.5267698764801025,0.7814087867736816,0.629306435585022,436.0,[436],False
json,iterativo,1.0,1.0,1.0,441.0,1,1525,1619,False,False,False,0,1,1,0,0,0.8900150060653687,1,7.11781907081604,13.043980598449709,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.657440185546875,0.925018846988678,0.7686070799827576,436.0,[436],False
json,incremental,1.0,1.0,1.0,441.0,1,1525,1619,False,False,False,0,1,1,0,0,0.8900150060653687,1,6.415283679962158,13.043980598449709,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.657440185546875,0.925018846988678,0.7686070799827576,436.0,[436],False
json,fixo50,1.0,1.0,38.0,,1,28289,28355,False,False,False,0,1,1,0,0,,38,9.379822015762327,16.144960403442383,gpt-oss:20b,e5small,3,"Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação?","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",POP.GEP.013 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO.docx,441,0.8900150060653687,0.8482096195220947,0.8883899450302124,0.8678349256515503,436.0,[436],False
regex,iterativo,1.0,1.0,1.0,441.0,1,1444,1522,False,False,False,0,0,0,0,0,0.8953562378883362,1,5.503084182739258,13.036235809326172,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.7404378056526184,0.8617833852767944,0.7965154647827148,441.0,[441],True
regex,incremental,1.0,1.0,1.0,441.0,1,1444,1522,False,False,False,0,0,0,0,0,0.8953562378883362,1,5.456848382949829,13.036235809326172,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.7404378056526184,0.8617833852767944,0.7965154647827148,441.0,[441],True
regex,fixo50,1.0,1.0,34.0,,1,28997,29112,False,False,False,0,0,0,0,0,,34,12.66160798072815,16.226815223693848,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.8531786799430847,0.906506597995758,0.8790345788002014,441.0,[441],False
json,iterativo,1.0,1.0,1.0,441.0,1,1520,1629,False,False,False,0,1,1,0,0,0.8953562378883362,1,8.565139293670654,13.043767929077148,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.9788233637809752,0.9734247326850892,0.9761165976524352,441.0,[441],True
json,incremental,1.0,1.0,1.0,441.0,1,1520,1629,False,False,False,0,1,1,0,0,0.8953562378883362,1,7.254206418991089,13.043767929077148,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.9788233637809752,0.9734247326850892,0.9761165976524352,441.0,[441],True
json,fixo50,1.0,1.0,34.0,,1,29073,29192,False,False,False,0,1,1,0,0,,34,12.915429830551147,16.234507083892822,gpt-oss:20b,e5small,4,Quais são os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação?,"Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",POP.GEP.014 CADASTRO NO SISTEMA ADS ENSINO E IMPRESSÃO DO CRACHÁ DE ESTAGIÁRIO - PARA ESTÁGIO OPTATIVO.docx,441,0.8953562378883362,0.9399763345718384,0.9521827697753906,0.946040153503418,441.0,[441],False
regex,iterativo,1.0,1.0,1.0,520.0,1,652,725,False,False,False,0,0,0,0,0,0.9038574695587158,1,5.616894960403442,12.937740325927734,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.7509008646011353,0.9204756021499634,0.8270859122276306,520.0,[520],True
regex,incremental,1.0,1.0,1.0,520.0,1,652,725,False,False,False,0,0,0,0,0,0.9038574695587158,1,5.118499994277954,12.937740325927734,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.7509008646011353,0.9204756021499634,0.8270859122276306,520.0,[520],True
regex,fixo50,1.0,1.0,46.0,,1,28490,28552,False,False,False,0,0,0,0,0,,46,9.269340753555298,16.168023109436035,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.7509008646011353,0.9204756021499634,0.8270859122276306,520.0,[520],False
json,iterativo,1.0,1.0,1.0,520.0,1,728,799,False,False,False,0,1,1,0,0,0.9038574695587158,1,5.5165088176727295,12.94596004486084,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.8533173203468323,0.9372540712356568,0.8933182954788208,520.0,[520],True
json,incremental,1.0,1.0,1.0,520.0,1,728,799,False,False,False,0,1,1,0,0,0.9038574695587158,1,4.873409986495972,12.94596004486084,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.8533173203468323,0.9372540712356568,0.8933182954788208,520.0,[520],True
json,fixo50,1.0,1.0,46.0,,1,28566,28652,False,False,False,0,1,1,0,0,,46,10.714479923248293,16.176098823547363,gpt-oss:20b,e5small,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",POP.GEP.029 NORMATIZAÇÃO DO TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE) NO CENTRO DE PESQUISA CLÍNICA.docx,520,0.9038574695587158,0.839451789855957,0.92982417345047,0.8823299407958984,520.0,[520],False
regex,iterativo,1.0,1.0,1.0,535.0,1,1313,1564,False,False,False,0,0,0,0,0,0.8742772340774536,1,16.156624794006348,13.019892692565918,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.5477133989334106,0.772732138633728,0.6410499215126038,535.0,[535],True
regex,incremental,1.0,1.0,1.0,535.0,1,1313,1564,False,False,False,0,0,0,0,0,0.8742772340774536,1,15.926293134689333,13.019892692565918,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.5477133989334106,0.772732138633728,0.6410499215126038,535.0,[535],True
regex,fixo50,1.0,1.0,41.0,,1,32061,32416,False,False,False,0,0,0,0,0,,41,27.84771704673767,16.580583572387695,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.5157473683357239,0.75900799036026,0.6141670346260071,535.0,[535],False
json,iterativo,1.0,1.0,1.0,535.0,1,1389,1643,False,False,False,0,1,1,0,0,0.8742772340774536,1,16.089004516601562,13.029704093933104,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.6323400735855103,0.8048000931739807,0.7082222700119019,535.0,[535],True
json,incremental,1.0,1.0,1.0,535.0,1,1389,1643,False,False,False,0,1,1,0,0,0.8742772340774536,1,16.03990602493286,13.029704093933104,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.6323400735855103,0.8048000931739807,0.7082222700119019,535.0,[535],True
json,fixo50,1.0,1.0,41.0,,1,32137,32510,False,False,False,0,1,1,0,0,,41,28.79684090614319,16.589121341705322,gpt-oss:20b,e5small,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,POP.GEP.040 MONITORIA REMOTA.docx,535,0.8742772340774536,0.5484471917152405,0.757280170917511,0.6361637115478516,535.0,[535],False
