Embedding,pergunta_idx,Modelo,Criterio,D_incremental,D_iterativo,delta_D,classificacao_D,D_censurado,F1_incremental,F1_iterativo,delta_F1,classificacao_F1,P_incremental,P_iterativo,delta_P,classificacao_P,R_incremental,R_iterativo,delta_R,classificacao_R,tokens_incremental,tokens_iterativo,tokens_fixo50,delta_tokens,eta,classificacao_eta,eta_iterativo,Dchunk_incremental,Dchunk_iterativo,Dchunk_fixo50,ninf_incremental,ninf_iterativo,tokens_prompt_incremental,tokens_prompt_iterativo,tokens_prompt_fixo50,censurado_dmax_incremental,censurado_tokens_incremental,censurado_dmax_iterativo,censurado_tokens_iterativo,censurado_dmax_fixo50,censurado_tokens_fixo50
e5small,30,gpt-oss:20b,json,21.0,29.0,-8.0,iterativo_gt_incremental,False,0.6348223090171814,0.8380362391471863,-0.20321393013000488,iterativo_gt_incremental,0.6409607529640198,0.8166682124137878,-0.17570745944976807,iterativo_gt_incremental,0.6288003325462341,0.8605525493621826,-0.2317522168159485,iterativo_gt_incremental,150253,28117,30909,122136,-3.861140768061083,eta_lt_0,0.0903296774402278,21.0,1.0,49.0,21,29,149285,26988,30608,False,False,False,False,False,False
e5small,31,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.5681108236312866,0.5681108236312866,0.0,empate,0.6314254999160767,0.6314255595207214,-5.960464477539063e-08,iterativo_gt_incremental,0.5163363814353943,0.5163363218307495,5.960464477539063e-08,incremental_gt_iterativo,1375,1375,31987,0,0.9570137868509082,eta_gt_0,0.9570137868509082,1.0,1.0,30.0,1,1,1286,1286,31848,False,False,False,False,False,False
e5small,32,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9674389362335204,0.9674389362335204,0.0,empate,0.9735286235809326,0.9735286235809326,0.0,empate,0.9614248871803284,0.9614248871803284,0.0,empate,921,921,31409,0,0.9706771944347161,eta_gt_0,0.9706771944347161,1.0,1.0,28.0,1,1,643,643,30679,False,False,False,False,False,False
e5small,33,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.895237386226654,0.895237386226654,0.0,empate,0.934057354927063,0.934057354927063,0.0,empate,0.859515368938446,0.8595154285430908,-5.960464477539063e-08,iterativo_gt_incremental,1286,1286,31754,0,0.9595011652075329,eta_gt_0,0.9595011652075329,1.0,1.0,45.0,1,1,1221,1221,31633,False,False,False,False,False,False
e5small,34,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.7099964618682861,0.7099964022636414,5.960464477539063e-08,incremental_gt_iterativo,0.8620953559875488,0.8620954155921936,-5.960464477539063e-08,iterativo_gt_incremental,0.6035180687904358,0.6035181283950806,-5.960464477539063e-08,iterativo_gt_incremental,904,904,29579,0,0.9694377768011089,eta_gt_0,0.9694377768011089,1.0,1.0,44.0,1,1,847,847,29356,False,False,False,False,False,False
e5small,35,gpt-oss:20b,json,2.0,2.0,0.0,empate,False,0.7371950149536133,0.7409205436706543,-0.0037255287170410156,iterativo_gt_incremental,0.7951496243476868,0.7996456623077393,-0.00449603796005249,iterativo_gt_incremental,0.6871144771575928,0.6902307271957397,-0.0031162500381469727,iterativo_gt_incremental,3224,2172,30932,1052,0.89577136945558,eta_gt_0,0.9297814560972456,2.0,1.0,46.0,2,2,3034,1985,30605,False,False,False,False,False,False
e5small,36,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.4577812552452087,0.4577812552452087,0.0,empate,0.4813747406005859,0.4813747406005859,0.0,empate,0.4363924860954284,0.4363925158977508,-2.9802322387695312e-08,iterativo_gt_incremental,651,651,25843,0,0.9748094261502147,eta_gt_0,0.9748094261502147,1.0,1.0,47.0,1,1,558,558,25687,False,False,False,False,False,False
e5small,37,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9893546104431152,0.9893546104431152,0.0,empate,0.9926742315292358,0.9926741719245912,5.960464466436832e-08,incremental_gt_iterativo,0.9860570430755616,0.9860571026802064,-5.960464477539063e-08,iterativo_gt_incremental,894,894,29644,0,0.9698421265686142,eta_gt_0,0.9698421265686142,1.0,1.0,35.0,1,1,793,793,29482,False,False,False,False,False,False
e5small,38,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9884939193725586,0.9884939193725586,0.0,empate,0.9898019433021544,0.9898018836975098,5.960464466436832e-08,incremental_gt_iterativo,0.9871894121170044,0.9871894121170044,0.0,empate,1306,1306,30580,0,0.95729234793983,eta_gt_0,0.95729234793983,1.0,1.0,36.0,1,1,1071,1071,30357,False,False,False,False,False,False
e5small,39,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.62701815366745,0.6270180940628052,5.960464477539063e-08,incremental_gt_iterativo,0.5885105729103088,0.5885105133056641,5.960464477539063e-08,incremental_gt_iterativo,0.670917809009552,0.6709177494049072,5.960464477539063e-08,incremental_gt_iterativo,1653,1653,32462,0,0.9490789230484875,eta_gt_0,0.9490789230484875,1.0,1.0,30.0,1,1,1395,1395,32205,False,False,False,False,False,False
e5small,40,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9999998211860656,0.9999997615814208,5.960464477539063e-08,incremental_gt_iterativo,0.9999998211860656,0.9999997615814208,5.960464477539063e-08,incremental_gt_iterativo,0.9999998211860656,0.9999997615814208,5.960464477539063e-08,incremental_gt_iterativo,1605,1605,32814,0,0.9510879502651307,eta_gt_0,0.9510879502651307,1.0,1.0,31.0,1,1,1545,1545,32753,False,False,False,False,False,False
e5small,41,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.6528539657592773,0.6528540253639221,-5.960464477539063e-08,iterativo_gt_incremental,0.750887930393219,0.7508879899978638,-5.960464477539063e-08,iterativo_gt_incremental,0.5774620771408081,0.5774620771408081,0.0,empate,2515,2515,32575,0,0.9227935533384497,eta_gt_0,0.9227935533384497,1.0,1.0,40.0,1,1,2386,2386,32402,False,False,False,False,False,False
e5small,42,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9157050848007202,0.9157050848007202,0.0,empate,0.958431601524353,0.958431601524353,0.0,empate,0.8766254186630249,0.8766254186630249,0.0,empate,1318,1318,29337,0,0.9550737975934827,eta_gt_0,0.9550737975934827,1.0,1.0,37.0,1,1,1236,1236,29207,False,False,False,False,False,False
e5small,43,gpt-oss:20b,json,3.0,3.0,0.0,empate,False,0.9176083207130432,0.8389570116996765,0.0786513090133667,incremental_gt_iterativo,0.9124075174331664,0.8875846862792969,0.024822831153869518,incremental_gt_iterativo,0.9228687286376952,0.7953808307647705,0.1274878978729247,incremental_gt_iterativo,5775,3127,30279,2648,0.809273754086991,eta_gt_0,0.896727104593943,3.0,1.0,47.0,3,3,5447,2824,30105,False,False,False,False,False,False
e5small,44,gpt-oss:20b,json,9.0,9.0,0.0,empate,False,0.8591647744178772,0.8877050280570984,-0.02854025363922119,iterativo_gt_incremental,0.8523827791213989,0.8774347305297852,-0.02505195140838623,iterativo_gt_incremental,0.8660554885864258,0.8982185125350952,-0.032163023948669434,iterativo_gt_incremental,19757,7864,29499,11893,0.33024848299942366,eta_gt_0,0.7334146920234584,8.0,1.0,46.0,9,9,19384,7530,29396,False,False,False,False,False,False
e5small,45,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.8841911554336548,0.8841911554336548,0.0,empate,0.8844105005264282,0.8844105005264282,0.0,empate,0.8839719295501709,0.8839719295501709,0.0,empate,5331,5331,28733,0,0.8144642049211708,eta_gt_0,0.8144642049211708,1.0,1.0,33.0,1,1,4984,4984,28391,False,False,False,False,False,False
e5small,46,gpt-oss:20b,json,18.0,18.0,0.0,empate,False,0.7709997892379761,0.8461024761199951,-0.07510268688201904,iterativo_gt_incremental,0.7763159871101379,0.8978105783462524,-0.1214945912361145,iterativo_gt_incremental,0.7657558917999268,0.8000261187553406,-0.03427022695541382,iterativo_gt_incremental,156828,47460,30215,109368,-4.190402118153235,eta_lt_0,-0.5707430084395169,11.0,1.0,42.0,18,18,156023,46532,29846,False,False,False,False,False,False
e5small,47,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9267389178276062,0.9267389178276062,0.0,empate,0.958186686038971,0.9581867456436156,-5.960464466436832e-08,iterativo_gt_incremental,0.8972897529602051,0.8972897529602051,0.0,empate,1953,1953,32832,0,0.940515350877193,eta_gt_0,0.940515350877193,1.0,1.0,26.0,1,1,1845,1845,32621,False,False,False,False,False,False
e5small,48,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,1.0,1.0,0.0,empate,1.0,1.0,0.0,empate,1.0,1.0,0.0,empate,903,903,32470,0,0.9721897135817678,eta_gt_0,0.9721897135817678,1.0,1.0,32.0,1,1,812,812,32381,False,False,False,False,False,False
e5small,49,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.805546760559082,0.8055467009544373,5.960464477539063e-08,incremental_gt_iterativo,0.8466949462890625,0.8466948866844177,5.960464477539063e-08,incremental_gt_iterativo,0.768212616443634,0.768212616443634,0.0,empate,1621,1621,32590,0,0.9502608162012888,eta_gt_0,0.9502608162012888,1.0,1.0,45.0,1,1,1348,1348,32333,False,False,False,False,False,False
e5small,50,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.8110031485557556,0.8110031485557556,0.0,empate,0.8776853084564209,0.8776853084564209,0.0,empate,0.7537378072738647,0.7537378072738647,0.0,empate,1333,1333,32392,0,0.9588478636700419,eta_gt_0,0.9588478636700419,1.0,1.0,42.0,1,1,1272,1272,32197,False,False,False,False,False,False
e5small,51,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9132292866706848,0.9132292866706848,0.0,empate,0.9381080865859984,0.9381080865859984,0.0,empate,0.8896360397338867,0.8896360397338867,0.0,empate,800,800,31686,0,0.9747522565170738,eta_gt_0,0.9747522565170738,1.0,1.0,42.0,1,1,732,732,31548,False,False,False,False,False,False
e5small,52,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.8274433612823486,0.8274433612823486,0.0,empate,0.8599300384521484,0.8599300384521484,0.0,empate,0.7973218560218811,0.7973217964172363,5.960464477539063e-08,incremental_gt_iterativo,961,961,32909,0,0.9707982618736516,eta_gt_0,0.9707982618736516,1.0,1.0,48.0,1,1,791,791,32683,False,False,False,False,False,False
e5small,53,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9999999403953552,0.9999999403953552,0.0,empate,1.0,1.0,0.0,empate,0.9999999403953552,0.9999999403953552,0.0,empate,1611,1611,31511,0,0.9488749960331313,eta_gt_0,0.9488749960331313,1.0,1.0,46.0,1,1,1511,1511,31387,False,False,False,False,False,False
e5small,54,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.8600826263427734,0.8600826263427734,0.0,empate,0.8648642301559448,0.8648642301559448,0.0,empate,0.855353593826294,0.855353593826294,0.0,empate,899,899,29909,0,0.9699421578788994,eta_gt_0,0.9699421578788994,1.0,1.0,48.0,1,1,799,799,29804,False,False,False,False,False,False
e5small,55,gpt-oss:20b,json,2.0,2.0,0.0,empate,False,0.8921733498573303,0.8921733498573303,0.0,empate,0.9404654502868652,0.9404654502868652,0.0,empate,0.8485985994338989,0.8485985994338989,0.0,empate,2965,2397,25476,568,0.883615952268802,eta_gt_0,0.9059114460668864,2.0,1.0,41.0,2,2,2832,2267,25389,False,False,False,False,False,False
e5small,56,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9777718782424928,0.9777718782424928,0.0,empate,0.9821451902389526,0.9821451902389526,0.0,empate,0.9734373092651368,0.9734373092651368,0.0,empate,1840,1840,32269,0,0.9429793300071276,eta_gt_0,0.9429793300071276,1.0,1.0,42.0,1,1,1706,1706,31996,False,False,False,False,False,False
e5small,57,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.8360921740531921,0.8360921740531921,0.0,empate,0.8705053329467773,0.8705053329467773,0.0,empate,0.8042963147163391,0.8042963147163391,0.0,empate,1880,1880,32309,0,0.9418118790429911,eta_gt_0,0.9418118790429911,1.0,1.0,40.0,1,1,1722,1722,32185,False,False,False,False,False,False
e5small,58,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.817567765712738,0.817567765712738,0.0,empate,0.7789982557296753,0.7789982557296753,0.0,empate,0.8601555824279785,0.8601555824279785,0.0,empate,947,947,32432,0,0.97080044400592,eta_gt_0,0.97080044400592,1.0,1.0,34.0,1,1,883,883,32248,False,False,False,False,False,False
e5small,59,gpt-oss:20b,json,2.0,2.0,0.0,empate,False,0.991386651992798,0.991386651992798,0.0,empate,0.9936643242836,0.9936643242836,0.0,empate,0.9891193509101868,0.9891193509101868,0.0,empate,10535,5799,32688,4736,0.6777104747919727,eta_gt_0,0.8225954478707782,2.0,1.0,29.0,2,2,10366,5630,32494,False,False,False,False,False,False
e5small,60,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.566919207572937,0.566919207572937,0.0,empate,0.4696332216262817,0.4696332216262817,0.0,empate,0.7150422930717468,0.7150422930717468,0.0,empate,1134,1134,31709,0,0.964237282790375,eta_gt_0,0.964237282790375,1.0,1.0,41.0,1,1,889,889,31648,False,False,False,False,False,False
e5small,61,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.6856277585029602,0.6856277585029602,0.0,empate,0.8193516135215759,0.8193516135215759,0.0,empate,0.5894289016723633,0.5894289016723633,0.0,empate,1200,1200,30318,0,0.9604195527409459,eta_gt_0,0.9604195527409459,1.0,1.0,36.0,1,1,1150,1150,30255,False,False,False,False,False,False
e5small,62,gpt-oss:20b,json,2.0,9.0,-7.0,iterativo_gt_incremental,False,0.570887565612793,0.6024532318115234,-0.03156566619873047,iterativo_gt_incremental,0.5707159042358398,0.6561480760574341,-0.08543217182159424,iterativo_gt_incremental,0.5710594058036804,0.5568816661834717,0.01417773962020874,incremental_gt_iterativo,2590,7809,25476,-5219,0.8983356884911289,eta_gt_0,0.6934762129062647,2.0,1.0,39.0,2,9,2313,7252,25335,False,False,False,False,False,False
e5small,63,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.867165744304657,0.867165744304657,0.0,empate,0.9246859550476074,0.9246859550476074,0.0,empate,0.8163825869560242,0.8163825869560242,0.0,empate,977,977,25006,0,0.9609293769495321,eta_gt_0,0.9609293769495321,1.0,1.0,39.0,1,1,907,907,24924,False,False,False,False,False,False
e5small,64,gpt-oss:20b,json,1.0,1.0,0.0,empate,False,0.9745028614997864,0.9745028614997864,0.0,empate,0.9791482090950012,0.9791482090950012,0.0,empate,0.969901442527771,0.969901442527771,0.0,empate,580,580,29643,0,0.9804338292345579,eta_gt_0,0.9804338292345579,1.0,1.0,43.0,1,1,502,502,29584,False,False,False,False,False,False
e5small,65,gpt-oss:20b,json,5.0,5.0,0.0,empate,False,0.8718660473823547,0.9745028614997864,-0.10263681411743164,iterativo_gt_incremental,0.9558252692222596,0.9791482090950012,-0.023322939872741588,iterativo_gt_incremental,0.801465630531311,0.969901442527771,-0.16843581199645996,iterativo_gt_incremental,6399,3381,32453,3018,0.8028225433704126,eta_gt_0,0.8958185683912119,5.0,1.0,40.0,5,5,6185,3098,32313,False,False,False,False,False,False
