modelo,retriever,criterio,pergunta_idx,pergunta,resposta_gabarito,id_chunk_gold,ids_chunk_gold_todos,posicao_gold_no_ranking_natural,posicoes_todos_golds_natural,gold_foi_reposicionado_no_top10,id_chunk_removido_na_substituicao,posicao_gold_no_top10_final,posicoes_golds_no_top10,n_golds_no_top10,D_embaralhado,D_embaralhado_regra_alternativa,id_chunk_D,acertou_chunk_gold,n_posicoes_validas,posicao_min_entropia,entropia_minima,min_entropia_e_gold,max_similaridade_e_gold,concordancia_D_entropia,n_pos_conformes,n_pos_json_estrito,n_pos_formato_invalido,n_pos_janela_json_alinhada,n_inferencias,eta_tokens_ate_D,eta_tokens_total_10,tempo_segundos,vram_pico_gb,S_bertscore_p,S_bertscore_r,S_bertscore_f1,estrato
gpt-oss:20b,qwen3,json,7,"De acordo com o documento, qual a responsabilidade do coordenador da ação de instrutoria interna referente à elaboração do projeto básico de capacitação para instrutoria interna?","Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC. As demandas de capacitações extemporâneas, deverão ser justificadas e encaminhadas à UDP. Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente. Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente. Emitir despacho, detalhando os papéis e perfis esperados para a execução da ação de capacitação, conforme o art. 3º da Portaria-SEI nº 2931/2022/DGP-EBSERH.",6,[6],1,[1],False,,2,[2],1,1.0,1.0,13.0,False,4,6,0.0003701616634543,False,True,False,10,10,0,10,10,552,5703,72.40314984321594,13.34553337097168,0.7901757955551147,0.4965033829212188,0.609825611114502,A_top10_natural
gpt-oss:20b,qwen3,regex,8,"Qual o prazo que o colaborador apto para a instrutoria interna tem, após o recebimento do despacho de indicação pela UDP, para manifestar confirmação ou indisponibilidade,  e o que precisa ser feito?","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",11,[11],1,[1],False,,10,[10],1,6.0,6.0,9.0,False,2,10,0.1209752361696701,True,True,False,0,0,0,0,10,2827,4755,49.167577505111694,13.225450038909912,0.5945124626159668,0.5495295524597168,0.5711366534233093,A_top10_natural
gpt-oss:20b,qwen3,json,8,"Qual o prazo que o colaborador apto para a instrutoria interna tem, após o recebimento do despacho de indicação pela UDP, para manifestar confirmação ou indisponibilidade,  e o que precisa ser feito?","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",11,[11],1,[1],False,,10,[10],1,10.0,10.0,11.0,True,1,1,0.0004356619834879,False,True,False,10,10,0,10,10,5488,5488,49.167577505111694,13.225450038909912,0.8805695176124573,0.8014098405838013,0.8391268849372864,A_top10_natural
gpt-oss:20b,qwen3,regex,9,Quais são os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH)?,Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,12,[12 14],5,[ 5 27],False,,2,[2],1,1.0,1.0,22.0,False,8,7,0.061735592306104,False,False,False,0,0,0,0,10,687,5731,95.88652062416077,13.162437438964844,0.6112409830093384,0.8454928398132324,0.7095323204994202,A_top10_natural
gpt-oss:20b,qwen3,json,9,Quais são os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH)?,Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,12,[12 14],5,[ 5 27],False,,2,[2],1,1.0,1.0,22.0,False,7,10,0.0004368483954522,False,False,False,10,10,0,10,10,693,6147,95.88652062416077,13.162437438964844,0.975167989730835,0.9681962728500366,0.971669614315033,A_top10_natural
gpt-oss:20b,qwen3,regex,10,"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho for recebida pela DIVGP após o dia 15 do mês antecedente à escala de referência, incluido pelo NAA no bloco interno do SEI em pasta previamente criada com o mês correspondente, nomeando-o através do ícone anotações com a informação da unidade correspondente e informando “Fora do Prazo”.",31,[31],1,[1],False,,6,[6],1,4.0,4.0,37.0,False,3,8,0.1558253558129184,False,True,False,0,0,0,0,10,1977,5090,76.04280471801758,13.211459159851074,0.8828798532485962,0.7560386657714844,0.8145509362220764,A_top10_natural
gpt-oss:20b,qwen3,json,10,"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho for recebida pela DIVGP após o dia 15 do mês antecedente à escala de referência, incluido pelo NAA no bloco interno do SEI em pasta previamente criada com o mês correspondente, nomeando-o através do ícone anotações com a informação da unidade correspondente e informando “Fora do Prazo”.",31,[31],1,[1],False,,6,[6],1,4.0,4.0,37.0,False,3,3,0.0003775142113227,False,True,False,10,10,0,10,10,2337,5961,76.04280471801758,13.211459159851074,0.6880611181259155,0.5525861382484436,0.6129268407821655,A_top10_natural
gpt-oss:20b,qwen3,regex,11,"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","As alterações a serem realizadas nos Horários Individuais dos empregados devem ser solicitadas pelo gestor através de Formulário de Alteração de Horário Individual, constante no SEI, e encaminhado para a Unidade de Administração de Pessoal - UAP (UAP/DIVGP/GA/HE-UFPEL), com as informações detalhadas de cada empregado constando nome completo do empregado, SIAPE, horários que o empregado deverá realizar cada dia da semana e data de início da nova jornada de trabalho.",32,[32],10,[10],False,,10,[10],1,10.0,10.0,32.0,True,1,7,0.1469149679146889,False,False,False,0,0,0,0,10,5335,5335,81.04507446289062,13.30296516418457,0.627538800239563,0.8019179701805115,0.7040921449661255,A_top10_natural
gpt-oss:20b,qwen3,json,11,"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","As alterações a serem realizadas nos Horários Individuais dos empregados devem ser solicitadas pelo gestor através de Formulário de Alteração de Horário Individual, constante no SEI, e encaminhado para a Unidade de Administração de Pessoal - UAP (UAP/DIVGP/GA/HE-UFPEL), com as informações detalhadas de cada empregado constando nome completo do empregado, SIAPE, horários que o empregado deverá realizar cada dia da semana e data de início da nova jornada de trabalho.",32,[32],10,[10],False,,10,[10],1,10.0,10.0,32.0,True,1,4,0.0002520974466051,False,False,False,10,10,0,10,10,5629,5629,81.04507446289062,13.30296516418457,0.7087752223014832,0.8031139373779297,0.75300133228302,A_top10_natural
gpt-oss:20b,qwen3,regex,12,"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","para inserir as escalas nas pastas, deverá clicar em conteúdo e adicionar arquivos>iniciar upload; após inserido o documento finalizar clicando em F5.",38,[38],5,[5],False,,1,[1],1,1.0,1.0,38.0,True,4,7,0.179755625083789,False,False,False,0,0,0,0,10,707,5557,84.44103455543518,13.140051364898682,0.5803031921386719,0.7675780653953552,0.6609306335449219,A_top10_natural
gpt-oss:20b,qwen3,json,12,"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","para inserir as escalas nas pastas, deverá clicar em conteúdo e adicionar arquivos>iniciar upload; após inserido o documento finalizar clicando em F5.",38,[38],5,[5],False,,1,[1],1,1.0,1.0,38.0,True,4,3,0.000303686447296,False,False,False,10,10,0,10,10,668,5751,84.44103455543518,13.140051364898682,0.7854018807411194,0.8000651001930237,0.7926656603813171,A_top10_natural
gpt-oss:20b,qwen3,regex,13,"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após o preenchimento do formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP.",42,[42],1,[1],False,,2,[2],1,2.0,2.0,42.0,True,1,10,0.1610269016437087,False,True,False,0,0,0,0,10,1102,4738,58.35617685317993,13.197436809539797,0.5578754544258118,0.7221982479095459,0.6294898390769958,A_top10_natural
gpt-oss:20b,qwen3,json,13,"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após o preenchimento do formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP.",42,[42],1,[1],False,,2,[2],1,2.0,2.0,42.0,True,1,5,0.0003755132311198,False,True,False,10,10,0,10,10,1115,5401,58.35617685317993,13.197436809539797,0.94130676984787,0.932813286781311,0.9370408058166504,A_top10_natural
gpt-oss:20b,qwen3,regex,14,"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Cadastro de Permissões: Clicar em “Permissões” + “Nova”: Orgão do Sistema: SEDE Sistema: SEI Orgão da Unidade: HE-UFPEL Orgão do Usuário: HE-UFPEL Perfil: Básica Unidade: cadastrar a unidade do servidor Usuário: cadastrar a sigla do servidor (nome. sobrenome) Salvar Em caso de alteração na unidade de lotação deve ser incluida a data final na permissão vigente, e cadastrada nova permissão para o usuário. Em caso de vacância deve ser incluida a data final na permissão vigente.",44,[44],1,[1],False,,7,[7],1,2.0,2.0,45.0,False,2,8,0.1353808039702926,False,True,False,0,0,0,0,10,1316,5554,97.85256958007812,13.287630558013916,0.605920135974884,0.6342803239822388,0.6197758913040161,A_top10_natural
gpt-oss:20b,qwen3,json,14,"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Cadastro de Permissões: Clicar em “Permissões” + “Nova”: Orgão do Sistema: SEDE Sistema: SEI Orgão da Unidade: HE-UFPEL Orgão do Usuário: HE-UFPEL Perfil: Básica Unidade: cadastrar a unidade do servidor Usuário: cadastrar a sigla do servidor (nome. sobrenome) Salvar Em caso de alteração na unidade de lotação deve ser incluida a data final na permissão vigente, e cadastrada nova permissão para o usuário. Em caso de vacância deve ser incluida a data final na permissão vigente.",44,[44],1,[1],False,,7,[7],1,2.0,2.0,45.0,False,2,1,0.000200669334049,False,True,False,10,10,0,10,10,1361,6193,97.85256958007812,13.287630558013916,0.790718674659729,0.6570968627929688,0.7177416682243347,A_top10_natural
gpt-oss:20b,qwen3,regex,15,"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",com 15 dias de antecedência da efetiva mudança de lotação,46,[46],1,[1],False,,7,[7],1,4.0,4.0,37.0,False,2,4,0.123327511037678,False,True,True,0,0,0,0,10,1818,4792,49.75161957740784,13.087204933166504,0.3976159393787384,0.463968425989151,0.4282372295856476,A_top10_natural
gpt-oss:20b,qwen3,json,15,"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",com 15 dias de antecedência da efetiva mudança de lotação,46,[46],1,[1],False,,7,[7],1,7.0,7.0,46.0,True,1,1,0.0003236700044908,False,True,False,10,10,0,10,10,3849,5502,49.75161957740784,13.087204933166504,0.8230621814727783,0.6001138687133789,0.6941249966621399,A_top10_natural
gpt-oss:20b,qwen3,regex,16,"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?",A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; A fricção antisséptica das mãos dura em média 30 segundos.,48,[48],2,[2],False,,7,[7],1,,,,False,0,7,0.1250183477588734,True,False,False,0,0,0,0,10,5160,5160,50.69071507453919,13.191495418548584,0.4733858704566955,0.3747214078903198,0.4183145761489868,A_top10_natural
gpt-oss:20b,qwen3,json,16,"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?",A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; A fricção antisséptica das mãos dura em média 30 segundos.,48,[48],2,[2],False,,7,[7],1,7.0,7.0,48.0,True,1,4,0.0002104178779518,False,False,False,10,10,0,10,10,3993,5882,50.69071507453919,13.191495418548584,0.8277081847190857,0.840356707572937,0.8339844942092896,A_top10_natural
gpt-oss:20b,qwen3,regex,17,"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?","03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes",54,[54],1,[1],False,,5,[5],1,5.0,5.0,54.0,True,1,8,0.1370477507387642,False,True,False,0,0,0,0,10,2642,5091,48.99522399902344,13.164635181427002,0.596865177154541,0.7310323715209961,0.657170832157135,A_top10_natural
gpt-oss:20b,qwen3,json,17,"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?","03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes",54,[54],1,[1],False,,5,[5],1,4.0,4.0,92.0,False,3,1,0.0002206714789281,False,True,False,10,10,0,10,10,2407,5948,48.99522399902344,13.164635181427002,0.8317776918411255,0.7459627985954285,0.7865365147590637,A_top10_natural
gpt-oss:20b,qwen3,regex,18,"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",57,[57],1,[1],False,,6,[6],1,2.0,2.0,115.0,False,6,9,0.1776518076471452,False,True,False,0,0,0,0,10,1117,6004,103.36002469062804,13.19381332397461,0.4780590236186981,0.4710156321525574,0.4745112061500549,A_top10_natural
gpt-oss:20b,qwen3,json,18,"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",57,[57],1,[1],False,,6,[6],1,2.0,2.0,115.0,False,6,9,0.0002538763312713,False,True,False,10,10,0,10,10,1246,6881,103.36002469062804,13.19381332397461,0.4745888113975525,0.4459201097488403,0.4598080217838287,A_top10_natural
gpt-oss:20b,qwen3,regex,19,"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?",Higiene das mãos com água e sabonete líquido (40 – 60”); Higiene das mãos com preparação alcoólica (20 – 30”),74,[74],5,[5],False,,2,[2],1,1.0,1.0,53.0,False,3,1,0.1145394872711676,False,False,True,0,0,0,0,10,507,5447,63.13872265815735,13.17428207397461,0.6421217918395996,0.6795545220375061,0.6603080630302429,A_top10_natural
gpt-oss:20b,qwen3,json,19,"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?",Higiene das mãos com água e sabonete líquido (40 – 60”); Higiene das mãos com preparação alcoólica (20 – 30”),74,[74],5,[5],False,,2,[2],1,,,,False,0,9,0.0002678633203458,False,False,False,10,10,0,10,10,6030,6030,63.13872265815735,13.17428207397461,0.4365379810333252,0.3706907033920288,0.4009287059307098,A_top10_natural
gpt-oss:20b,qwen3,regex,20,"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Armário exclusivo para o armazenamento de medicamentos; Computador com internet; Geladeira, quando necessário; Pasta de Controle de lotes recebidos; Termômetro.",528,[528],1,[1],False,,1,[1],1,1.0,1.0,528.0,True,4,1,0.0867280445081178,True,True,True,0,0,0,0,10,515,4933,69.42457485198975,13.116091251373293,0.8749420642852783,0.928386688232422,0.9008724689483644,A_top10_natural
gpt-oss:20b,qwen3,json,20,"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Armário exclusivo para o armazenamento de medicamentos; Computador com internet; Geladeira, quando necessário; Pasta de Controle de lotes recebidos; Termômetro.",528,[528],1,[1],False,,1,[1],1,1.0,1.0,528.0,True,5,7,0.0003231893970223,False,True,False,10,10,0,10,10,608,5783,69.42457485198975,13.116091251373293,1.0,1.0,1.0,A_top10_natural
gpt-oss:20b,qwen3,regex,21,"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Equipamentos como estetoscópio, esfigmomanômetro, termômetro, oxímetro etc. devem ser de uso individual e devem ser mantidos na área do paciente. Na indisponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização",81,[81],1,[1],False,,7,[7],1,4.0,4.0,133.0,False,4,7,0.1636639305909057,True,True,False,0,0,0,0,10,2040,5417,77.62565732002258,13.237919330596924,0.6153318881988525,0.580423891544342,0.5973683595657349,A_top10_natural
gpt-oss:20b,qwen3,json,21,"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Equipamentos como estetoscópio, esfigmomanômetro, termômetro, oxímetro etc. devem ser de uso individual e devem ser mantidos na área do paciente. Na indisponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização",81,[81],1,[1],False,,7,[7],1,7.0,7.0,81.0,True,3,4,0.0002872874923696,False,True,False,10,10,0,10,10,4019,5907,77.62565732002258,13.237919330596924,0.9222952127456664,0.8550233244895935,0.8873862028121948,A_top10_natural
