modelo,retriever,criterio,pergunta_idx,pergunta,resposta_gabarito,id_chunk_gold,ids_chunk_gold_todos,posicao_gold_no_ranking_natural,posicoes_todos_golds_natural,gold_foi_reposicionado_no_top10,id_chunk_removido_na_substituicao,posicao_gold_no_top10_final,posicoes_golds_no_top10,n_golds_no_top10,D_embaralhado,D_embaralhado_regra_alternativa,id_chunk_D,acertou_chunk_gold,n_posicoes_validas,posicao_min_entropia,entropia_minima,min_entropia_e_gold,max_similaridade_e_gold,concordancia_D_entropia,n_pos_conformes,n_pos_json_estrito,n_pos_formato_invalido,n_pos_janela_json_alinhada,n_inferencias,eta_tokens_ate_D,eta_tokens_total_10,tempo_segundos,vram_pico_gb,S_bertscore_p,S_bertscore_r,S_bertscore_f1,estrato
gpt-oss:20b,e5small,regex,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",520,[520],1,[1],False,,7,[7],1,7.0,7.0,520.0,True,1,7,0.1513948092846703,True,True,True,0,0,0,0,10,2625,3451,71.26949119567871,13.11524534225464,0.7773008346557617,0.9143500924110411,0.840273916721344,A_top10_natural
gpt-oss:20b,e5small,json,5,"De acordo com a Resolução CNS nº 466/2012, item II.21, como é definido o termo 'ressarcimento' no contexto da compensação material em pesquisas?","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",520,[520],1,[1],False,,7,[7],1,7.0,7.0,520.0,True,1,1,0.000231512654409,False,True,False,10,10,0,10,10,3228,4340,71.26949119567871,13.11524534225464,0.960505485534668,0.9386516213417052,0.9494528770446776,A_top10_natural
gpt-oss:20b,e5small,regex,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,535,[535],1,[1],False,,10,[10],1,5.0,5.0,372.0,False,4,6,0.1361739150410854,False,True,False,0,0,0,0,10,2784,5560,182.9376444816589,13.160208225250244,0.4896516799926758,0.5895941853523254,0.534995436668396,A_top10_natural
gpt-oss:20b,e5small,json,6,"Quais formulários são utilizados na rotina de monitorias remotas descrita no documento, e para que propósito cada um serve?",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,535,[535],1,[1],False,,10,[10],1,8.0,8.0,536.0,False,3,1,0.0002337968401207,False,True,False,10,10,0,10,10,4476,5817,182.9376444816589,13.160208225250244,0.6287587881088257,0.7437617778778076,0.6814422607421875,A_top10_natural
gpt-oss:20b,e5small,regex,7,"De acordo com o documento, qual a responsabilidade do coordenador da ação de instrutoria interna referente à elaboração do projeto básico de capacitação para instrutoria interna?","Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC. As demandas de capacitações extemporâneas, deverão ser justificadas e encaminhadas à UDP. Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente. Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente. Emitir despacho, detalhando os papéis e perfis esperados para a execução da ação de capacitação, conforme o art. 3º da Portaria-SEI nº 2931/2022/DGP-EBSERH.",6,[6],2,[2],False,,4,[4],1,1.0,1.0,14.0,False,5,4,0.0962886465326619,True,False,False,0,0,0,0,10,519,4855,133.5719096660614,13.345981121063232,0.6759363412857056,0.5252150297164917,0.5911194086074829,A_top10_natural
gpt-oss:20b,e5small,json,7,"De acordo com o documento, qual a responsabilidade do coordenador da ação de instrutoria interna referente à elaboração do projeto básico de capacitação para instrutoria interna?","Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC. As demandas de capacitações extemporâneas, deverão ser justificadas e encaminhadas à UDP. Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente. Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente. Emitir despacho, detalhando os papéis e perfis esperados para a execução da ação de capacitação, conforme o art. 3º da Portaria-SEI nº 2931/2022/DGP-EBSERH.",6,[6],2,[2],False,,4,[4],1,2.0,2.0,2.0,False,3,3,0.0002780562152793,False,False,False,10,10,0,10,10,1173,5583,133.5719096660614,13.345981121063232,0.8478962779045105,0.5283378958702087,0.6510167121887207,A_top10_natural
gpt-oss:20b,e5small,regex,8,"Qual o prazo que o colaborador apto para a instrutoria interna tem, após o recebimento do despacho de indicação pela UDP, para manifestar confirmação ou indisponibilidade,  e o que precisa ser feito?","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",11,[11],1,[1],False,,10,[10],1,6.0,6.0,9.0,False,2,10,0.1188127190949671,True,True,False,0,0,0,0,10,2226,3966,92.85649275779724,13.21180295944214,0.5945124626159668,0.5495295524597168,0.5711366534233093,A_top10_natural
gpt-oss:20b,e5small,json,8,"Qual o prazo que o colaborador apto para a instrutoria interna tem, após o recebimento do despacho de indicação pela UDP, para manifestar confirmação ou indisponibilidade,  e o que precisa ser feito?","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",11,[11],1,[1],False,,10,[10],1,10.0,10.0,11.0,True,1,5,0.0002085604595549,False,True,False,10,10,0,10,10,4769,4769,92.85649275779724,13.21180295944214,0.8805695176124573,0.8014098405838013,0.8391268849372864,A_top10_natural
gpt-oss:20b,e5small,regex,9,Quais são os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH)?,Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,12,[12 14],31,[31 89],True,435.0,10,[10],1,1.0,1.0,22.0,False,3,1,0.0605924363964277,False,False,True,0,0,0,0,10,687,4196,97.64096570014954,13.153608798980711,0.6112409830093384,0.8454928398132324,0.7095323204994202,B_reposicionado
gpt-oss:20b,e5small,json,9,Quais são os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH)?,Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,12,[12 14],31,[31 89],True,435.0,10,[10],1,1.0,1.0,22.0,False,2,2,0.0003114593321242,False,False,False,10,10,0,10,10,690,4870,97.64096570014954,13.153608798980711,0.975167989730835,0.9681962728500366,0.971669614315033,B_reposicionado
gpt-oss:20b,e5small,regex,10,"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho for recebida pela DIVGP após o dia 15 do mês antecedente à escala de referência, incluido pelo NAA no bloco interno do SEI em pasta previamente criada com o mês correspondente, nomeando-o através do ícone anotações com a informação da unidade correspondente e informando “Fora do Prazo”.",31,[31],3,[3],False,,5,[5],1,2.0,2.0,26.0,False,2,8,0.1521977299525216,False,False,False,0,0,0,0,10,858,4440,127.80094575881958,13.248996257781982,0.693893313407898,0.6642074584960938,0.6787258982658386,A_top10_natural
gpt-oss:20b,e5small,json,10,"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho for recebida pela DIVGP após o dia 15 do mês antecedente à escala de referência, incluido pelo NAA no bloco interno do SEI em pasta previamente criada com o mês correspondente, nomeando-o através do ícone anotações com a informação da unidade correspondente e informando “Fora do Prazo”.",31,[31],3,[3],False,,5,[5],1,2.0,2.0,26.0,False,2,10,0.0003169146079926,False,False,False,10,10,0,10,10,961,5389,127.80094575881958,13.248996257781982,0.7211769223213196,0.4885246753692627,0.5824787616729736,A_top10_natural
gpt-oss:20b,e5small,regex,11,"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","As alterações a serem realizadas nos Horários Individuais dos empregados devem ser solicitadas pelo gestor através de Formulário de Alteração de Horário Individual, constante no SEI, e encaminhado para a Unidade de Administração de Pessoal - UAP (UAP/DIVGP/GA/HE-UFPEL), com as informações detalhadas de cada empregado constando nome completo do empregado, SIAPE, horários que o empregado deverá realizar cada dia da semana e data de início da nova jornada de trabalho.",32,[32],170,[170],True,52.0,10,[10],1,10.0,10.0,32.0,True,1,5,0.1509104102822046,False,False,False,0,0,0,0,10,4061,4061,112.9977729320526,13.232106685638428,0.6258041858673096,0.7871536016464233,0.6972664594650269,B_reposicionado
gpt-oss:20b,e5small,json,11,"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","As alterações a serem realizadas nos Horários Individuais dos empregados devem ser solicitadas pelo gestor através de Formulário de Alteração de Horário Individual, constante no SEI, e encaminhado para a Unidade de Administração de Pessoal - UAP (UAP/DIVGP/GA/HE-UFPEL), com as informações detalhadas de cada empregado constando nome completo do empregado, SIAPE, horários que o empregado deverá realizar cada dia da semana e data de início da nova jornada de trabalho.",32,[32],170,[170],True,52.0,10,[10],1,10.0,10.0,32.0,True,1,1,0.0003119868250678,False,False,False,10,10,0,10,10,4754,4754,112.9977729320526,13.232106685638428,0.7076427936553955,0.8047735095024109,0.7530891299247742,B_reposicionado
gpt-oss:20b,e5small,regex,12,"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","para inserir as escalas nas pastas, deverá clicar em conteúdo e adicionar arquivos>iniciar upload; após inserido o documento finalizar clicando em F5.",38,[38],103,[103],True,36.0,5,[5],1,1.0,1.0,31.0,False,3,7,0.1453980998092517,False,False,False,0,0,0,0,10,632,4536,122.32015991210938,13.142409801483154,0.4663386940956116,0.5880775451660156,0.5201804041862488,B_reposicionado
gpt-oss:20b,e5small,json,12,"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","para inserir as escalas nas pastas, deverá clicar em conteúdo e adicionar arquivos>iniciar upload; após inserido o documento finalizar clicando em F5.",38,[38],103,[103],True,36.0,5,[5],1,1.0,1.0,31.0,False,3,4,0.0002547743337117,False,False,False,10,10,0,10,10,631,4995,122.32015991210938,13.142409801483154,0.5069422125816345,0.6053986549377441,0.5518130660057068,B_reposicionado
gpt-oss:20b,e5small,regex,13,"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após o preenchimento do formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP.",42,[42],1,[1],False,,2,[2],1,2.0,2.0,42.0,True,1,9,0.1411923824985851,False,True,False,0,0,0,0,10,1227,4739,110.28732061386108,13.212768077850342,0.5694954991340637,0.8088964223861694,0.6684061884880066,A_top10_natural
gpt-oss:20b,e5small,json,13,"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após o preenchimento do formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP.",42,[42],1,[1],False,,2,[2],1,2.0,2.0,42.0,True,1,10,0.0003794842456272,False,True,False,10,10,0,10,10,1196,5319,110.28732061386108,13.212768077850342,0.8420249223709106,0.8696578741073608,0.8556182980537415,A_top10_natural
gpt-oss:20b,e5small,regex,14,"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Cadastro de Permissões: Clicar em “Permissões” + “Nova”: Orgão do Sistema: SEDE Sistema: SEI Orgão da Unidade: HE-UFPEL Orgão do Usuário: HE-UFPEL Perfil: Básica Unidade: cadastrar a unidade do servidor Usuário: cadastrar a sigla do servidor (nome. sobrenome) Salvar Em caso de alteração na unidade de lotação deve ser incluida a data final na permissão vigente, e cadastrada nova permissão para o usuário. Em caso de vacância deve ser incluida a data final na permissão vigente.",44,[44],1,[1],False,,7,[7],1,3.0,3.0,45.0,False,2,9,0.1369514814964182,False,True,False,0,0,0,0,10,1551,4935,145.68944811820984,13.294383525848389,0.6232051849365234,0.6425986289978027,0.632753312587738,A_top10_natural
gpt-oss:20b,e5small,json,14,"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Cadastro de Permissões: Clicar em “Permissões” + “Nova”: Orgão do Sistema: SEDE Sistema: SEI Orgão da Unidade: HE-UFPEL Orgão do Usuário: HE-UFPEL Perfil: Básica Unidade: cadastrar a unidade do servidor Usuário: cadastrar a sigla do servidor (nome. sobrenome) Salvar Em caso de alteração na unidade de lotação deve ser incluida a data final na permissão vigente, e cadastrada nova permissão para o usuário. Em caso de vacância deve ser incluida a data final na permissão vigente.",44,[44],1,[1],False,,7,[7],1,3.0,3.0,45.0,False,2,9,0.0002835969337411,False,True,False,10,10,0,10,10,1688,5480,145.68944811820984,13.294383525848389,0.790718674659729,0.6570968627929688,0.7177416682243347,A_top10_natural
gpt-oss:20b,e5small,regex,15,"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",com 15 dias de antecedência da efetiva mudança de lotação,46,[46],1,[1],False,,7,[7],1,7.0,7.0,46.0,True,1,7,0.1654612022873834,True,True,True,0,0,0,0,10,3035,3936,74.40972900390625,13.076558113098145,0.5533417463302612,0.8574872016906738,0.6726307272911072,A_top10_natural
gpt-oss:20b,e5small,json,15,"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",com 15 dias de antecedência da efetiva mudança de lotação,46,[46],1,[1],False,,7,[7],1,7.0,7.0,46.0,True,1,3,0.0003090626419179,False,True,False,10,10,0,10,10,3599,4748,74.40972900390625,13.076558113098145,0.8230621814727783,0.6001138687133789,0.6941249966621399,A_top10_natural
gpt-oss:20b,e5small,regex,16,"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?",A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; A fricção antisséptica das mãos dura em média 30 segundos.,48,[48],2,[2],False,,7,[7],1,,,,False,0,2,0.1180461537884515,False,False,False,0,0,0,0,10,3930,3930,75.02799725532532,13.1348557472229,0.4733859598636627,0.3747214376926422,0.4183146357536316,A_top10_natural
gpt-oss:20b,e5small,json,16,"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?",A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; A fricção antisséptica das mãos dura em média 30 segundos.,48,[48],2,[2],False,,7,[7],1,7.0,7.0,48.0,True,1,2,0.0003032803901987,False,False,False,10,10,0,10,10,3337,4711,75.02799725532532,13.1348557472229,0.8277081847190857,0.840356707572937,0.8339844942092896,A_top10_natural
gpt-oss:20b,e5small,regex,17,"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?","03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes",54,[54],1,[1],False,,5,[5],1,5.0,5.0,54.0,True,1,7,0.1782212553898716,False,True,False,0,0,0,0,10,1755,3349,72.26884126663208,13.108824253082275,0.596865177154541,0.7310323715209961,0.657170832157135,A_top10_natural
gpt-oss:20b,e5small,json,17,"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?","03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes",54,[54],1,[1],False,,5,[5],1,5.0,5.0,54.0,True,1,1,0.0003713133697829,False,True,False,10,10,0,10,10,2178,4163,72.26884126663208,13.108824253082275,0.9530062675476074,0.9406420588493348,0.9467837810516356,A_top10_natural
gpt-oss:20b,e5small,regex,18,"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",57,[57],1,[1],False,,6,[6],1,6.0,6.0,57.0,True,1,2,0.1403329049568459,False,True,False,0,0,0,0,10,2180,3556,82.10686683654785,13.148906707763672,0.7992286682128906,0.887006402015686,0.8408328890800476,A_top10_natural
gpt-oss:20b,e5small,json,18,"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",57,[57],1,[1],False,,6,[6],1,6.0,6.0,57.0,True,1,3,0.0003042143353013,False,True,False,10,10,0,10,10,2676,4378,82.10686683654785,13.148906707763672,0.9774613380432128,0.9668282866477966,0.972115695476532,A_top10_natural
gpt-oss:20b,e5small,regex,19,"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?",Higiene das mãos com água e sabonete líquido (40 – 60”); Higiene das mãos com preparação alcoólica (20 – 30”),74,[74],4,[4],False,,10,[10],1,8.0,8.0,51.0,False,1,5,0.155246746966606,False,False,False,0,0,0,0,10,3548,4377,83.99450635910034,13.11588191986084,0.6421217918395996,0.6795545220375061,0.6603080630302429,A_top10_natural
gpt-oss:20b,e5small,json,19,"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?",Higiene das mãos com água e sabonete líquido (40 – 60”); Higiene das mãos com preparação alcoólica (20 – 30”),74,[74],4,[4],False,,10,[10],1,,,,False,0,5,0.0003116830134786,False,False,False,10,10,0,10,10,4984,4984,83.99450635910034,13.11588191986084,0.4365379512310028,0.3706907331943512,0.4009287059307098,A_top10_natural
gpt-oss:20b,e5small,regex,20,"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Armário exclusivo para o armazenamento de medicamentos; Computador com internet; Geladeira, quando necessário; Pasta de Controle de lotes recebidos; Termômetro.",528,[528],1,[1],False,,1,[1],1,1.0,1.0,528.0,True,1,1,0.0869116742376718,True,True,True,0,0,0,0,10,515,3126,66.05685448646545,13.11831521987915,0.8692367076873779,0.918470859527588,0.8931757807731628,A_top10_natural
gpt-oss:20b,e5small,json,20,"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Armário exclusivo para o armazenamento de medicamentos; Computador com internet; Geladeira, quando necessário; Pasta de Controle de lotes recebidos; Termômetro.",528,[528],1,[1],False,,1,[1],1,1.0,1.0,528.0,True,1,6,0.0003712148242129,False,True,False,10,10,0,10,10,586,3997,66.05685448646545,13.11831521987915,1.0,1.0,1.0,A_top10_natural
gpt-oss:20b,e5small,regex,21,"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Equipamentos como estetoscópio, esfigmomanômetro, termômetro, oxímetro etc. devem ser de uso individual e devem ser mantidos na área do paciente. Na indisponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização",81,[81],79,[79],True,639.0,2,[2],1,2.0,2.0,81.0,True,1,3,0.1491189429310576,False,False,False,0,0,0,0,10,848,3425,73.27530908584595,13.194374084472656,0.8583031892776489,0.8427114486694336,0.8504359126091003,B_reposicionado
gpt-oss:20b,e5small,json,21,"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Equipamentos como estetoscópio, esfigmomanômetro, termômetro, oxímetro etc. devem ser de uso individual e devem ser mantidos na área do paciente. Na indisponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização",81,[81],79,[79],True,639.0,2,[2],1,2.0,2.0,81.0,True,1,4,0.0003307844923483,False,False,False,10,10,0,10,10,1046,4251,73.27530908584595,13.194374084472656,0.9222952127456664,0.8550232648849487,0.88738614320755,B_reposicionado
